Location_id,Field 2,Phone number,Toll-free phone number,TTY phone number,Use the same address as the organization,Location,Is this location open at least weekly,Hours of operation,Recurring dates,Holiday schedule (location closed),Income eligibility and fees,Income standard for eligibility,Max percentage of income standard,Sliding scale fees description,Flat fee description,Location takes legal volunteers?,A licensed attorney is available to support legal volunteers.,Malpractice insurance is provided for legal volunteers.,Attachments,Research and/or clerking services are provided to volunteers.,Same phone number as organization?,"The office, equipment,  and supplies are available to volunteers to conduct pro bono work.",Location serves all of Illinois,Service area limited to specific,Cities,Counties,Zip codes,Organization ID,Services
88961,Main Office,(847) 737-4042,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,250%,,,Yes,,,,,Yes,,No,Cities,"Deerfield

    Highland Park

    Highwood

    Lake Forest",,,88956,"89016,89006"
88496,Main Office,617-287-7307,(888) 425-6067,,Yes,,Yes,Sunday: Closed Monday: 7:00-16:00  Tuesday: 7:00-16:00  Wednesday: 7:00-16:00  Thursday: 7:00-16:00  Friday: 7:00-16:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,25076,88501
86811,Midwest Regional Office,(312) 663-4413,,,No,,Yes,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-17:00  Wednesday: 10:00-17:00  Thursday: 10:00-17:00  Friday: 10:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,25246,86836
85656,Knox County Courthouse,(309) 345-3859,,,No,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Knox,,25226,
76556,Champaign Office,309-829-8703,,,No,,No,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-17:00  Wednesday: Closed Thursday: 10:00-17:00  Friday: 10:00-17:00  Saturday: Closed,"Repeats every month. Friday, December 9, 2016 - 10:00am to 5:00pm","New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Sliding scale based on income,,,"The Initial Consultation fee is $25. Other services are free or involve sliding scale fees. Sliding scale fees depend on case type, family size and household income.",,No,,,,,Yes,,No,Counties,,"Adams

    Alexander

    Bond

    Brown

    Bureau

    Calhoun

    Cass

    Champaign

    Christian

    Clark

    Clay

    Clinton

    Coles

    Crawford

    Cumberland

    Dewitt

    Douglas

    Edgar

    Edwards

    Effingham

    Fayette

    Ford

    Franklin

    Fulton

    Gallatin

    Greene

    Grundy

    Hamilton

    Hancock

    Hardin

    Henderson

    Henry

    Iroquois

    Jackson

    Jasper

    Jefferson

    Jersey

    Johnson

    Kankakee

    La Salle

    Lawrence

    Livingston

    Logan

    Macon

    Macoupin

    Madison

    Marion

    Marshall

    Mason

    Massac

    McDonough

    McLean

    Menard

    Mercer

    Monroe

    Montgomery

    Morgan

    Moultrie

    Peoria

    Perry

    Piatt

    Pike

    Pope

    Pulaski

    Putnam

    Randolph

    Richland

    Rock Island

    Saint Clair

    Saline

    Sangamon

    Schuyler

    Scott

    Shelby

    Stark

    Tazewell

    Union

    Vermilion

    Wabash

    Warren

    Washington

    Wayne

    White

    Williamson

    Woodford",,25791,90346
64191,Winchester Depot,(217) 742-9042,,,No,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: 8:00-17:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Scott,,25251,64196
64181,Senior Services of Central Illinois - Sangamon,(217) 528-3882,,,No,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: Closed Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Sangamon,,25251,64186
63851,Prairie Council on Aging,(217) 479-4619,,,No,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: 8:00-17:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Morgan,,25251,64176
63841,Montgomery County Senior Center,(217) 532-3662,,,No,,Yes,Sunday: Closed Monday: 9:00-13:00  Tuesday: 9:00-13:00  Wednesday: 9:00-13:00  Thursday: 9:00-13:00  Friday: 9:00-13:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Montgomery,,25251,63846
63511,Senior Services of Central Illinois - Menard,(217) 632-3208,,,No,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: Closed Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Menard,,25251,63516
54731,Mason County Housing Authority,(309) 543-4515,,,No,,Yes,Sunday: Closed Monday: 7:00-16:30  Tuesday: 7:00-16:30  Wednesday: 7:00-16:30  Thursday: 7:00-16:30  Friday: Closed Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Mason,,25251,54736
54721,Carlinville Senior Center,(217) 854-3622,,,No,,Yes,Sunday: Closed Monday: 9:00-13:00  Tuesday: 9:00-13:00  Wednesday: 9:00-13:00  Thursday: 9:00-13:00  Friday: 9:00-13:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Macoupin,,25251,54726
54711,Oasis Senior Center,(217) 742-6132,,,No,,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: 9:00-16:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Logan,,25251,54716
54691,Jersey Senior Citizens Center,(618) 498-3483,,,No,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Jersey,,25251,54696
54671,Greene County Senior Center,(217) 942-6414,,,No,,Yes,Sunday: Closed Monday: 6:00-14:00  Tuesday: 6:00-14:00  Wednesday: 6:00-14:00  Thursday: Closed Friday: 6:00-14:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Greene,,25251,54681
54331,Christian County Senior Center,(217) 824-4263,,,No,,Yes,Sunday: Closed Monday: 8:00-16:00  Tuesday: 8:00-16:00  Wednesday: 8:00-16:00  Thursday: 8:00-16:00  Friday: 8:00-16:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Christian,,25251,54341
53946,Criminal Records Help Desk - Markham,312-738-2452,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: 10:00-14:00  Thursday: Closed Friday: Closed Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Counties,,Cook,,24546,53951
52966,West Salem Public Library,(618) 456-8970,,,No,,Yes,"Sunday: Closed Monday: 9:00-12:00 , 13:00-19:00  Tuesday: 13:00-19:00  Wednesday: Closed Thursday: 9:00-12:00 , 13:00-19:00  Friday: Closed Saturday: Closed",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Edwards,,24851,52971
51956,Golden Age Senior Center,(217) 323-2355,,,No,,Yes,Sunday: Closed Monday: 8:00-16:00  Tuesday: 8:00-16:00  Wednesday: 8:00-16:00  Thursday: 8:00-16:00  Friday: 8:00-16:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Cass,,25251,51961
51931,DuPage County Courthouse,(630) 407-8811,,,No,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,DuPage,,51926,51936
51901,Goose Creek District - Public Library,(217) 664-3572,,,No,,Yes,Sunday: Closed Monday: 13:00-17:30  Tuesday: 13:00-17:30  Wednesday: 15:00-19:00  Thursday: 13:00-17:30  Friday: 13:00-17:30  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Piatt,,25581,51906
51866,Kendall County Courthouse Law Library,(630) 553-4028,,,No,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Kendall,,25221,51871
51841,Sumpter Township Public Library,(217) 849-2072,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: 11:00-18:00  Wednesday: 9:00-17:00  Thursday: 11:00-18:00  Friday: 12:00-17:00  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Cumberland,,24766,51846
51816,Blue Ridge Township Public Library,(217) 489-9033,,,No,,Yes,Sunday: Closed Monday: 13:00-19:00  Tuesday: 16:00-19:00  Wednesday: 13:00-19:00  Thursday: 16:00-19:00  Friday: 13:00-18:00  Saturday: 8:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Piatt,,25581,51821
51806,Willow Branch Township Library,(217) 669-2312,,,No,,Yes,"Sunday: Closed Monday: 13:00-20:00  Tuesday: 9:00-12:00 , 13:00-17:00  Wednesday: 13:00-20:00  Thursday: Closed Friday: 13:00-17:00  Saturday: 9:00-13:00",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Piatt,,25581,
51746,Hope Welty Public Library,(217) 763-5001,,,No,,Yes,Sunday: Closed Monday: 15:00-19:00  Tuesday: 10:00-17:00  Wednesday: 10:00-17:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Piatt,,25581,51751
51726,Atwood-Hammond Public Library District,(217) 578-2727,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 12:00-20:00  Wednesday: 12:00-20:00  Thursday: 12:00-20:00  Friday: 9:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Piatt,,25581,51731
51711,Moweaqua Public Library,(217) 768-4700,,,No,,Yes,"Sunday: 9:00-12:00  Monday: 13:00-18:00  Tuesday: 13:00-17:00  Wednesday: 9:00-17:00  Thursday: Closed Friday: 9:00-12:00 , 13:00-17:00  Saturday: Closed",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Shelby,,25726,51716
51696,Dry Point Township Library,(217) 783-2616,,,No,,Yes,Sunday: Closed Monday: 14:00-20:00  Tuesday: Closed Wednesday: Closed Thursday: 14:00-20:00  Friday: Closed Saturday: 8:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Shelby,,25726,51706
51666,Herrick Township Public Library,(618) 428-5223,,,No,,Yes,Sunday: Closed Monday: 12:00-18:00  Tuesday: 12:00-18:00  Wednesday: Closed Thursday: 9:00-17:00  Friday: Closed Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Shelby,,25726,51671
51606,Eldorado Public Library,(618) 273-7922,,,No,,Yes,Sunday: 13:00-17:00  Monday: 9:00-19:00  Tuesday: 9:00-19:00  Wednesday: 9:00-19:00  Thursday: 9:00-19:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Saline,,25676,51616
51531,DuQuoin Public Library,(618) 542-5045,,,No,,Yes,Sunday: Closed Monday: 11:00-19:00  Tuesday: 11:00-19:00  Wednesday: 11:00-19:00  Thursday: 11:00-19:00  Friday: 11:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Perry,,25571,51536
51506,Lovington Public Library,(217) 873-4468,,,No,,Yes,Sunday: Closed Monday: 10:00-20:00  Tuesday: 13:00-18:00  Wednesday: 13:00-18:00  Thursday: 10:00-13:00  Friday: 10:00-18:00  Saturday: 10:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Moultrie,,25481,51511
51496,Marrowbone Public Library,(217) 665-3014,,,No,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-18:00  Wednesday: 9:00-18:00  Thursday: 9:00-18:00  Friday: 9:00-18:00  Saturday: 10:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Moultrie,,25481,51501
