Services-ID,Title,Is this service open?,Service type,Same phone number as organization?,Phone number,Level of service,Is this service a hotline?,Is this service an advice desk or walk-in clinic?,Average volume for this service,Same hours as location,Service availability,Is this location open at least weekly,Hours of operation,Dates and hours,Same holidays as location,Holiday schedule,Geolocation,Same income eligibility as location,Income eligibility and fees,Flat fee description,Sliding scale fees description,Max percentage of income standard,Amenities offered,Navigator availability,Is printing free for legal self-help center users?,Printing costs,Is scanning free for legal self-help center users?,Scanning costs,Is this service limited to specific populations?,An individual must be one of these to qualify,Featured content,Application process,Application form link,Process for applying by email,Process for applying by phone,Process for applying online,Process for walk-ins,Maximum callbacks per intake slot,Callback slots per applicant,Service is delivered,Website address,Organization ID,Location ID
94711,Social Security Benefits Legal Aid,Yes,Direct representation,Yes,773-769-1411,Extended representation,No,Yes,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:30-17:00  Tuesday: 9:30-17:00  Wednesday: 9:30-17:00  Thursday: 9:30-17:00  Friday: 9:30-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.9726, -87.666715",Yes,Free to everyone,,,,,,,,,,No,,,"Telephone

    Walk-in",,,Please call the Law Center to set up an intake appointment.,,"When you arrive at the office for your intake appointment we will ask you a host of questions to get familiar with your case. Upon reviewing your intake at UPLC's weekly case review meeting, we will promptly determine if we can assist or not.",,,,,25851,27726
94706,Tenant-Landlord Legal Aid,Yes,Direct representation,Yes,773-769-1411,Extended representation,No,Yes,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:30-17:00  Tuesday: 9:30-17:00  Wednesday: 9:30-17:00  Thursday: 9:30-17:00  Friday: 9:30-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.9726, -87.666715",Yes,Free to everyone,,,,,,,,,,No,,,Walk-in,,,Please call or visit the Law Center and ask to set up an appointment for an intake.,,"First come, first served",,,In Person,,25851,27726
93946,free legal help for people under arrest,Yes,Direct representation,Yes,1-800-LAW-REP-4,Brief services,Yes,No,,,Available 24/7/365,,,,,,"Geolocation is 41.881955, -87.757606",Yes,Free to everyone,,,,,,,,,,No,,,Telephone,,,18005297374,,,,,In Person,,24916,26791
93286,Low-cost legal services,Yes,Direct representation,Yes,312-546-3282,"Extended representation

    Brief services

    Advice",No,No,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,,"Geolocation is 41.883434, -87.640507",Yes,Flat fee regardless of income,"Lawyers in the JEP offer fixed fees and flexible representation options (like unbundled, a la carte services).",,,,,,,,,No,,,"Online

    Online through IllinoisLegalAid.org",https://jepchicago.community.lawyer/,,,"Click the link below, read the instructions, and fill out the form.",,,,"In Person

    Phone",,25181,27056
92921,Free legal assistance to arts organizations,Yes,Direct representation,Yes,(312) 649-4111,"Extended representation

    Brief services

    Advice

    Mediation and alternative dispute resolution

    Pro bono placement",No,No,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.898992, -87.636455",Yes,Sliding scale based on income,,Eligibility for free or low cost legal services varies according to income and other factors.,,,,,,,,No,,,Online,https://law-arts.org/application,,,We serve artists and arts organizations of all kinds.  Please submit our online application. We will contact you by telephone within several days to discuss next steps.,,,,"In Person

    Phone",,25291,27166
91721,Free legal information and forms in Cook County,Yes,Legal self-help center,Yes,(847) 590-8955,,,,,,,,,,,,"Geolocation is 42.07783, -88.032318",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Paper court forms

    Online legal info

    Online referrals to legal help

    Referrals to legal aid

    Website navigator

    Court navigator

    Printers",Navigation help is provided during open hours,Yes,,,,No,,"Suing someone for $10,000 or less

    Going to court to remove a bank freeze

    Understanding eviction as a tenant

    Evicting a tenant

    Expunging or sealing a criminal record

    Preparing, filing, and presenting motions in court",,,,,,,,,,http://www.rollingmeadowscourt.us/,91676,91716
91706,Free legal information and forms in Cook County,Yes,Legal self-help center,Yes,no phone,,,,,,,,,,,,"Geolocation is 41.608419, -87.666114",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Online referrals to legal help

    Referrals to legal aid

    Website navigator",Navigation help is provided during open hours,,,,,No,,"Getting a divorce

    Getting child support

    Understanding eviction as a tenant

    Delay a foreclosure sale

    Suing someone for $10,000 or less

    Going to court to remove a bank freeze",,,,,,,,,,http://www.cookcountycourt.org/ABOUTTHECOURT/MunicipalDepartment/SixthMunicipalDistrictMarkham.aspx,91676,91701
91696,Free legal information and forms in Cook County,Yes,Legal self-help center,Yes,no phone,,,,,,,,,,,,"Geolocation is 41.88149, -87.624392",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Court navigator",Navigation help is provided during open hours,,,,,No,,"Getting a divorce

    Getting child support

    Understanding eviction as a tenant

    Delay a foreclosure sale

    Suing someone for $10,000 or less

    Going to court to remove a bank freeze",,,,,,,,,,http://www.thedaleycenter.com/,91676,91681
91691,Free legal information and forms in Cook County,Yes,Legal self-help center,Yes,no phone,,,,,,,,,,,,"Geolocation is 41.88149, -87.624392",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Paper court forms

    Online legal info

    Online referrals to legal help

    Referrals to legal aid

    Website navigator

    Printers",Navigation help is available part of the time the LSHC is open on a regular schedule,No,Printing is free only for forms you complete on the computer at the help center,,,No,,"Filing court papers for free

    Fee waiver

    Administrative review request for parking - Chicago

    Administrative review request - Cook County

    Preparing, filing, and presenting motions in court

    Evicting a tenant",,,,,,,,,,https://www.kentlaw.iit.edu/institutes-centers/center-for-access-to-justice-and-technology/self-help-web-center,91676,91686
91326,Free legal help in East St. Louis to low-income persons,Yes,Direct representation,Yes,(618) 271-7820,"Extended representation

    Brief services

    Advice

    Pro bono placement",No,No,10clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:00  Tuesday: 8:00-16:00  Wednesday: 8:00-16:00  Thursday: 8:00-16:00  Friday: 8:00-16:00  Saturday: Closed,,Yes,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Christmas Day","Geolocation is 38.628113, -90.138442",Yes,Free to eligible persons/entities,,,150%,,,,,,,No,,,Telephone,,,Please call us to learn if you qualify for free legal help and to schedule an appointment.,,,,,"In Person

    Phone",,90256,90261
91161,Free legal help to victims of hate crimes,Yes,Direct representation,No,312-202-3663,"Extended representation

    Brief services

    Advice

    Pro bono placement",Yes,No,10clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.88149, -87.624392",Yes,Free to everyone,,,,,,,,,,No,,,"Telephone

    Email",,Send an email describing your issue. Please include your contact information.,Please call to speak with legal staff at the Hate Crimes Project.,,,,,Phone,,24641,26516
91051,Free legal information and forms in Lake County,Yes,Legal self-help center,Yes,(847) 945-3311,,,,,,,,,,,,"Geolocation is 42.172896, -87.878422",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers

    Scanners",Navigation help is provided during open hours,No,$0.10 per page black and white copies; $0.25 per page for color copies,No,Scanning to email or flash drive is free; scanning to print incurs printing charges; and scan to fax incurs a $1 per page charge,No,,"Getting a divorce

    Starting a case to get child support

    Being sued for $10,000 or less

    Options for dealing with foreclosure

    How a tenant can stop an eviction

    Criminal record expungement or sealing request",,,,,,,,,,http://deerfieldlibrary.org/,25241,91046
90536,Peoria Peoria Friendship House,Yes,Direct representation,Yes,309-829-8703,"Extended representation

    Brief services

    Advice

    Pro bono placement",No,No,,Yes,Fixed hours,No,,"Repeats every month on the 1 of March, April, May, June, July. Tuesday, December 6, 2016 - 10:00am to 5:00pm",Yes,,,Yes,Sliding scale based on income,,nnnn,,,,,,,,No,,,Telephone,,,Call Monday or Wednesday 10-3.,,,,,In Person,,25791,90531
90346,Free and low-cost immigration help for people in the Champaign area,Yes,Direct representation,Yes,309-829-8703,"Brief services

    Advice",No,No,,Yes,Fixed hours,No,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-17:00  Wednesday: Closed Thursday: 10:00-17:00  Friday: 10:00-17:00  Saturday: Closed,"Repeats every month. Friday, December 9, 2016 - 10:00am to 5:00pm",Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.109868, -88.247163",Yes,Sliding scale based on income,,"The Initial Consultation fee is $25. Other services are free or involve sliding scale fees. Sliding scale fees depend on case type, family size and household income.",,,,,,,,No,,,Telephone,,,"To get legal help, you must set up an intake appointment. Please call our office on Mondays or Wednesdays from 10 a.m. to 4 p.m.",,,,,In Person,,25791,76556
89636,Free and low-cost immigration help,Yes,Direct representation,Yes,309-829-8703,"Extended representation

    Brief services

    Advice",No,No,75clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-17:00  Wednesday: Closed Thursday: 10:00-17:00  Friday: 10:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.510903, -88.987912",Yes,Sliding scale based on income,,"The initial consultation fee is $25. Other services are free or involve sliding scale fees. Sliding scale fees depend on case type, family size and household income.",,,,,,,,No,,,Telephone,,,"To get legal help, you must set up an intake appointment. Please call our office on Mondays or Wednesdays from 10 a.m. to 4 p.m.",,,,,"In Person

    Phone",,25791,89631
89016,Free domestic violence legal services,No,Direct representation,Yes,(847) 737-4042,"Extended representation

    Brief services

    Advice

    Mediation and alternative dispute resolution

    Pro bono placement",No,No,15clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.182657, -87.805479",No,Free to everyone,,,250%,,,,,,,Yes,"a survivor of abuse or crime (domestic violence, trafficking, sexual assault, gun violence)",,"Telephone

    Email",,Please email us to request an intake appointment.,Please call us to make an intake appointment.,,,,,"In Person

    Phone",,88956,88961
89006,"Free legal services in Highland Park, Highwood, and West Deerfield Township",Yes,Direct representation,Yes,(847) 737-4042,"Extended representation

    Brief services

    Advice

    Mediation and alternative dispute resolution

    Pro bono placement",No,No,50clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.182657, -87.805479",Yes,Free to eligible persons/entities,,,250%,,,,,,,No,,,"Telephone

    Email",,"Email us to request an appointment and provide us with your name, contact number, and the best time to reach you.  We will get back to you by the next business day.",Please call to make an intake appointment.  Please feel free to leave a message and we will get back to you by the next business day.,,,,,"In Person

    Phone",,88956,88961
88501,Free pension legal assistance,Yes,Direct representation,Yes,617-287-7307,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 7:00-16:00  Tuesday: 7:00-16:00  Wednesday: 7:00-16:00  Thursday: 7:00-16:00  Friday: 7:00-16:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",,Yes,Free to everyone,,,,,,,,,,No,,,"Telephone

    Online",https://www.umb.edu/pensionaction/what/pac_request_assistance,,"Call our toll free line at 1-888-425-6067 to apply for assistance.  If we do not answer immediately, please leave a message.  We will get back to you within 2 business days.",Click on the link below and fill out the form and submit it to request assistance. Someone will contact you by phone or email within 2 business days.,,,,"Phone

    Online/Remote (including real-time and asynchronous communications)",,25076,88496
