service_uuid,organization_name,organization_uuid,service_name,service_alternate_name,service_description,service_email,service_url,service_additional_information,service_min_age,service_max_age,service_program,service_income_limit,service_problem_codes,service_require_veteran,service_military_status,service_immigration_status,service_incarceration_status,service_areas,,
5bb3c572-eb10-4d47-8e93-564bd0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Education Advocacy,,The Education Advocacy Project (EAP) provides advocacy and legal services to overcome barriers to public education for school-age children.,,www.legalaidpbc.org/onlineintake,,,,Educational Advocacy Project,,Bilingual; Discipline; Other Education; Special Education/Learning Disabilities; Vocational Education,,,,,Palm Beach County,,
5bb51ce9-a3c8-4868-b4da-151fd0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Elder Law,,"The Elder Law Project provides legal assistance to individuals over 60 years of age who have been the victims of abuse and exploitation by relatives, merchants or others. In addition, the project handles Social Security, Medicare, consumer and housing matters and provides special assistance to grandparents raising grandchildren. The project staff is available for presentations on legal issues affecting the elderly.",,www.legalaidpbc.org/onlineintake,,,,,,,,,,,Palm Beach County,,
5bb51b55-24ac-41c7-afaa-0a0ed0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Fair Housing,,"The Fair Housing Project provides community outreach, education, advocacy and enforcement activities with regard to fair housing laws to ensure that no one in Palm Beach, Martin, Okeechobee, Hendry and St. Lucie Counties is denied housing on the basis of race, sex, color, religion, national origin, handicap, familial status, sexual orientation, age, marital status, or gender identity and expression.",,www.legalaidpbc.org/onlineintake,,,,,,Discrimination; Federally Subsidized Housing; Foreclosure; Homeownership; Mobile Home Issues; Mortgages; Other Housing; Other Landlord/Tenant; Other Public Housing,,,,,Palm Beach County,,
5bb3c840-e6b0-4f6c-8d93-6989d0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Family Law,,The Family Law Project assists with dissolution of marriage (divorce) matters to victims of domestic violence where child custody is at issue or in other family law matters where child custody or visitation is at issue. This service is available to financially eligible clients (between 125% and 150% of federal poverty guidelines).,,www.legalaidpbc.org/onlineintake,,,,Family,,Child Support; Custody; Divorce/Separation/Annulment; Other Family; Paternity; Termination of Parental Rights,,,,,Palm Beach County,,
5bb51c23-8054-4012-8d7d-0ebdd0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Homeless Legal Prevention,,The Homeless Legal Prevention Project provides legal services to Palm Beach County residents facing housing eviction or non-renewal or termination of their lease.,,www.legalaidpbc.org/onlineintake,,,,,,Federally Subsidized Housing; Foreclosure; Mobile Home Issues; Other Housing; Other Landlord/Tenant; Other Public Housing,,,,,Palm Beach County,,
5bb51b8b-d298-4c05-9928-0a99d0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Immigrant Advocacy,,"The Immigrant Advocacy Project provides legal services to immigrants applying for lawful permanent residence or temporary immigration benefits. We focus on assisting noncitizen victims of domestic violence, victims of violent crime and children within the juvenile court dependency system due to abuse, neglect or abandonment. We also prioritize foreign nationals who are disabled or coping with severe illness.",,www.legalaidpbc.org/onlineintake,,,,,,Immigration,,,,,Palm Beach County,,
5bb51e36-cbb8-4448-b890-1b3bd0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Low Income Taxpayer Clinic,,"The Low Income Taxpayer Clinic provides free tax advice and legal representation to low income families and individuals in order to resolve controversies with the Internal Revenue Service. We provide assistance or representation in audits, collections, appeals, tax litigation and other IRS functions. We also provide education to community providers and residents about a variety of tax issues including Identity Theft, IRS Examinations, tax credits such as the Earned Income Tax Credit or American Opportunity Credit, Innocent/Injured Spouse relief and the Tax Consequences to Foreclosure.",,www.legalaidpbc.org/onlineintake,,,,,,Earned Income Tax Credit; Income Taxes,,,,,Palm Beach County,,
5bb3c6b4-aa50-4100-bee7-5f3ed0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Relative Caregivers,,"The Relative Caregivers Project provides legal advice and representation to adult caregivers who are caretakers for relative minor children (grandchildren, nephews, nieces). The services provided are designed to assist with the unique legal problems faced by relative caregivers raising minor children such as temporary legal custody, adoption, guardian advocacy, access to public benefits and health care, housing and children's educational needs.",,www.legalaidpbc.org/onlineintake,,,,RCP (Rel Cvr Pro),,Custody; Guardianship & Conservatorship,,,,,Palm Beach County,,
5bb51d86-04b4-46ec-9d40-16e3d0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Veterans Advocacy,,"The Veterans Advocacy Project represent veterans 65 and up in three main focus areas (1) Benefit Advocacy- ensuring that elderly veterans have access to the care, benefits and support earned by their military service, specifically, assisting senior wartime veterans, eligible survivors, and women’s auxiliary service members apply for Aid and Assistance and Pensions (2) Justice Advocacy- representation in administrative and challenge wrongful denials of federal and state veterans benefits and in administrative and court appeals to seek remedies for those who unjustly received a less-than-honorable military discharge; (3) Estate Planning Project Advocacy – through providing veterans and their families access to estate and financial planning in matters such as wills, trusts, advanced directives, guardianships.",,www.legalaidpbc.org/onlineintake,,,,,,Veterans benefits,,,,,Palm Beach County,,
5bb51bc5-2b24-4d9c-93d3-0c52d0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Wage Dispute,,"The Wage Dispute Project serves all victims of wage dispute in Palm Beach County. Our goal is to provide high quality, free legal services to all employees that are owed wages by their employers due to non-payment, underpayment or misclassification.",,www.legalaidpbc.org/onlineintake,,,,,,Wage Claims,,,,,Palm Beach County,,
5b5760c7-586c-4a31-988a-796ed0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Consumer Clinic,N/A,"Able to assist with Personal Bankruptcies, Garnishment, Debt Collection and Student Loans.",jkuhns@LegalAidOCBA.org,N/A,,18,200,,,Bankruptcy; Collection/Repossession; Fair Debt Collection Practices Act; Loans/Installment Purchases/Rentals,false,,,,Orange County,,
5b57630a-0ee8-4cd8-bd06-0b7ad0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Domestic Violence Assistance,N/A,Applicant must have applied for the Injunction and seeking assistance with the hearing or other legal issues that are affected by the Injunction for Protection.,jkuhns@LegalAidOCBA.org,N/a,,18,200,,,Domestic Violence,false,,,,Orange County,,
5b573ecd-a0b0-4b3a-95d7-751cd0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Family Law,N/A,Offering assistance with: * Guardianship/Custody of minors by non-parents as well as * Dissolution of Marriage  / Applicant has been served with Out of wedlock custody/Paternity papers.,jkuhns@legalaidocba.org,N/A,Applicants in the DOM cases and custody cases must have minor child(ren) of the marriage/relationship and the child(ren) must reside the majority of the time with the applicant.,18,200,,,Custody; Divorce/Separation/Annulment; Minor; Paternity,false,,,,Orange County,,
5b575343-88c4-4746-9987-1b6dd0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Homeless Advocacy Project,,"Services for Homeless individuals, who have legal issues i.e. Birth Certificates, Sealing/Expunction.",jkuhns@LegalAidOCBA.org,N/A,"This is a walk in clinic on Mondays from 1:30 p.m. to 3:00 p.m. - No appointment is necessary.  If applicant is in the shelter, they should check with the shelter as we have outreach programs when pro bono attorneys meet anyone seeking legal assistance.",18,200,,,Bankruptcy; Collection/Repossession; Custody; Divorce/Separation/Annulment; Domestic Violence; Minor; Other Civil Rights; Other Family; Other Landlord/Tenant; Paternity,false,,,,Orange County,,
5b573c2a-c374-4e43-8371-5da8d0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Housing Assistance,,"Assistance with private Landlord/Tenant issues, such as, Eviction, Security Deposit, Substandard Conditions, foreclosure and loss of home.",jkuhns@LegalAidOCBA.org,N/A,,18,200,,,Foreclosure; Other Housing; Other Landlord/Tenant,false,,,,Orange County,,
5b576543-f2dc-4cc1-b0ea-1ac8d0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Immigration Assistance,N/A,"We can assist with Domestic Violence issues/VAWA, U-Visas, T-Visas, Deferred Action for Childhood Arrivals/DACA, Special Immigrant Juvenile Status, Temporary Protected Status, Renewal of LPR Cards/Green Cards for expired or lost cards, renewal of Employment Authorization Cards/Work Permits, and I-751 Removal of Conditions on Resident.",jkuhns@LegalAidOCBA.org,N/A,,0,200,,,Immigration,false,,"Applying for VAWA self-petition; Domestic Violence (with Related Case); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence)",,Lake County; Orange County; Osceola County; Seminole County,,
5b576a6c-b9cc-410d-97e3-3d22d0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Sealing/Expunction Assistance,N/A,"Assistance with sealing/expunction of records in Orange, Seminole and Osceola County.",jkuhns@LegalAidOCBA.org,N/A,,18,200,,,Other Civil Rights,false,,,,Orange County; Osceola County,,
5b57688f-4bac-4c4d-bab5-2ae6d0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Tax Clinic,,"February through April we offer a walk in Clinic on Tuesday and Thursday evenings from 5:00 p.m. to 7:00 p.m. for the preparation of the current years tax return.     June through October applicants should call in to have an Application for Assistance sent to them.  When they return the application, they will be contacted by the tax department to schedule an appointment.",jkuhns@LegalAidOCBA.org,N/A,Applicant must be able to come to the office to meet and have taxes done.  February to April is a walk in clinic and no appointment is required.  From June to October we are able to assist with filing the current tax year and file/amend the 3 tax year prior.,18,200,,,Earned Income Tax Credit; Income Taxes,false,,,,Alachua County; Baker County; Bay County; Bradford County; Brevard County; Broward County; Calhoun County; Charlotte County; Citrus County; Clay County; Collier County; Columbia County; DeSoto County; Dixie County; Duval County; Escambia County; Flagler County; Franklin County; Gadsden County; Gilchrist County; Glades County; Gulf County; Hamilton County; Hardee County; Hendry County; Hernando County; Highlands County; Hillsborough County; Holmes County; Indian River County; Jackson County; Jefferson County; Lafayette County; Lake County; Lee County; Leon County; Levy County; Liberty County; Madison County; Manatee County; Marion County; Martin County; Miami-Dade County; Monroe County; Nassau County; Okaloosa County; Okeechobee County; Orange County; Osceola County; Palm Beach County; Pasco County; Pinellas County; Polk County; Putnam County; Santa Rosa County; Sarasota County; Seminole County; St. Johns County; St. Lucie County; Sumter County; Suwannee County; Taylor County; Union County; Volusia County; Wakulla County; Walton County; Washington County,,
5b576c19-08fc-4c0d-bf7c-455fd0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Veterans Clinic,N/A,"Applicants can be veterans and their immediate family residing with the veteran.  We will assist with any issues currently covered in Orange County as well as preparation of simple wills, living wills, health care surrogate designations and power of attorney.",jkuhns@LegalAidOCBA.org,N/A,We also have a schedule when pro bono attorneys are available for informal information outreach at Lake Baldwin or Lake Nona VA Hospital.  Call our office for dates.,18,200,,,Bankruptcy; Collection/Repossession; Custody; Divorce/Separation/Annulment; Domestic Violence; Estate Planning; Foreclosure; Immigration; Loans/Installment Purchases/Rentals; Minor; Other Family; Other Landlord/Tenant; Powers of attorney/advance directives/living wills; Predatory Lending,true,Retired Military Service; Active Military Service; Discharged Dishonorably; Discharged Honorable,,,Orange County,,
5b5766a1-8d8c-4717-9b8d-1f80d0502004,"Legal Aid Society of the Orange County Bar Association, Inc.",7bdd4bfa-8075-4837-a198-257f55512612,Wills Clinic,,Free preparation of wills for applicants with HIV/Aids,mgonzalez@LegalAidOCBA.org,N/A,,18,200,,,Estate Planning,false,,,,Orange County,,
5bc0b1a2-f724-4e9d-bee8-3266d0502003,Legal Services of Greater Miami,34cf3c0e-65ef-4367-96c3-3cbcd755df2f,Citizenship Assistance,New Americans Project,We assist people who need to naturalize in order to obtain on retain government benefits.,isanchezbryson@legalservicesmiami.org,www.legalservicesmiami.org,,,,,200,Immigration,false,,Lawful Permanent Resident (LPR),,Miami-Dade County; Monroe County,,
5bc0b117-a1ec-4951-9f8a-303ed0502003,Legal Services of Greater Miami,34cf3c0e-65ef-4367-96c3-3cbcd755df2f,General Legal Services,,,isanchezbryson@legalservicesmiami.org,www.legalservicesmiami.org,,,,,200,Bilingual; Collection/Repossession; Discipline; Discrimination; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Homeownership; Medicaid; Mobile Home Issues; Mortgages; Other Housing; Other Landlord/Tenant; Other Public Housing; Predatory Lending; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; Supplemental Security Income (SSI); TANF; Unemployment Compensation; Veterans benefits,false,,Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Lawful Permanent Resident (LPR); Refugee; United States Citizen; VAWA,,Miami-Dade County; Monroe County,,
5bc0b2a9-c8b8-49da-90ea-3d5dd0502003,Legal Services of Greater Miami,34cf3c0e-65ef-4367-96c3-3cbcd755df2f,Ilenia Sanchez-Bryson,LITC,We assist individuals with tax issues.,isanchezbryson@legalservicesmiami.org,,,,,,250,Earned Income Tax Credit; Income Taxes,,,Asylee; Lawful Permanent Resident (LPR); Refugee; United States Citizen,,Miami-Dade County,,
5bc0b228-11bc-41e6-b287-39c3d0502003,Legal Services of Greater Miami,34cf3c0e-65ef-4367-96c3-3cbcd755df2f,Name Change Project,,We assist individuals who need to change their name and/or gender marker to match their preferred gender.,isanchezbryson@legalservicesmiami.org,www.legalservicesmiami.org,,,,,200,Other Civil Rights,,,Lawful Permanent Resident (LPR); United States Citizen,,Miami-Dade County,,
5bd09865-d3b8-44ba-a5f3-5afed0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Children (Education),,"Providing assistance in cases involving children in foster care with education issues, in the dependence and delinquency system, etc.",steph@lsnf.org,,,,,,200,,,,,,,,
5bd09344-290c-4bf5-ac93-2ed1d0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Disaster Response,,"Providing assistance to individuals impacted by Major Disasters (Maria, Irma, & Michael)",leslie@lsnf.org,,,,,,200,,,,,,Bay County; Calhoun County; Escambia County; Franklin County; Gadsden County; Gulf County; Holmes County; Jackson County; Jefferson County; Leon County; Okaloosa County; Santa Rosa County; Wakulla County; Walton County; Washington County,,
5bd08bd6-90ac-4677-9a21-7047d0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Domestic Violence,,"Civil legal attorney assistance in obtaining protection or restraining order; Immigration attorney assistance (e.g., special visas, continued presence application, and other immigration relief) where reasonable and the need arises as a direct result of the victimization. Other civil legal attorney assistance (e.g., landlord/tenant, employment, consumer, etc.) where reasonable and the need arises as a direct result of the victimization.  Civil advocacy/accompaniment (includes victim advocate assisting with protection orders); Civil legal attorney assistance with family law issues (e.g., custody, visitation, or support) where reasonable and the need arises as a direct result of the victimization.",chris@lsnf.org,,,,,,,,,,,,Bay County; Calhoun County; Escambia County; Franklin County; Gadsden County; Gulf County; Holmes County; Jackson County; Jefferson County; Leon County; Liberty County; Okaloosa County; Santa Rosa County; Wakulla County; Walton County; Washington County,,
5b6b4565-2a18-471e-9b71-6fd2d0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,General Civil Legal Assistance,,,referrals@lsnf.org,,,,,General,,Abuse & Neglect; Adjudication/Delinquent; Adoption; Agricultural Worker Protection Act (AWPA); Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Child Support; Civil Rights; Collection/Repossession; Contracts/Warranties; Custody; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Earned Income Tax Credit; Emancipation; Employment; Employment Discrimination; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Human Trafficking; Immigration; Income Taxes; Jurisdiction; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Mental Health Rights; Minor; Mobile Home Issues; Mortgages; Municipal Ordinances; Name Change; Native Americans; Nonprofit Law; Other; Other Civil Rights; Other Consumer; Other Education; Other Employment; Other Family; Other Health; Other Housing; Other Income Maintenance; Other Juveniles; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Public Utilities / Energy; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; State-funded Medical Assistance Programs; Student Financial Aid; Supplemental Security Income (SSI); TANF; Termination of Parental Rights; Torts; Unemployment Compensation; Unfair and Deceptive Trade Practices; Veterans benefits; Vocational Education; Wage Claims,false,,,,Bay County; Calhoun County; Escambia County; Franklin County; Gadsden County; Gulf County; Holmes County; Jackson County; Jefferson County; Leon County; Liberty County; Okaloosa County; Santa Rosa County; Wakulla County; Walton County; Washington County,,
5bd09c61-8014-442e-a407-7fa5d0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Human Trafficking,,"Provide legal assistance to victims of Human Trafficking (including domestic and sexual violence) in matters such as housing, divorce, custody, etc., where the need arises as a direct result of the victimization.",rzoeller@lsnf.org,,,,,,,,,,,,Bay County; Calhoun County; Escambia County; Franklin County; Gadsden County; Gulf County; Holmes County; Jackson County; Jefferson County; Leon County; Liberty County; Okaloosa County; Santa Rosa County; Wakulla County; Walton County; Washington County,,
5bd08745-8160-43e1-a8ef-4c66d0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Low Income Tax Clinic,,Provide legal assistance to individuals with IRS/Tax Issues,paul@lsnf.org,,,,,General,250,,false,,,,Bay County; Calhoun County; Escambia County; Franklin County; Gadsden County; Gulf County; Holmes County; Jackson County; Jefferson County; Leon County; Liberty County; Okaloosa County; Santa Rosa County; Wakulla County; Walton County; Washington County,,
5bd09f26-8894-431b-9131-162ad0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Sexual Violence,,"Provide comprehensive legal services to victims of sexual violence, to include: obtaining sexual violence injunctions; provide representation during collegial or university judicial reviews, divorce, custody and/or visitation cases and obtaining child support orders and the need for such services arises as a direct result of the victimization.",chris@lsnf.org,,,,,,,,,,,,Bay County; Calhoun County; Escambia County; Franklin County; Gadsden County; Gulf County; Holmes County; Jackson County; Jefferson County; Leon County; Okaloosa County; Santa Rosa County; Wakulla County; Walton County; Washington County,,
5bd091c4-e84c-4002-b673-1fdad0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Tenants' Rights,,Provide legal assistance to tenants who are residents of subsidized and public housing.,carter@lsnf.org,,,,,,200,,,,,,,,
5bd099c3-7bdc-44de-8c00-64cfd0502007,"Legal Services of North Florida, Inc.",d6ba1873-27d0-4632-9b9a-63ab88c3553f,Title Clearing,,Provide assistance to  homeowners and heirs to help them gain and maintain ownership of their homes and property.,john@lsnf.org,,,,,,200,,,,,,,,
5b77038c-91dc-4c88-9280-2bbfac1e021a,Three Rivers Legal Services,bedacb58-244a-42f1-bc84-fdca9be6fd9a,DV Victim Services,Domestic Violence,"assistance for victims of crime, domestic violence, dating violence, sexual assault, etc",info@trls.org,https://www.trls.org/domestic-violence/,"client must be a current or recent victim of domestic violence - spouse, intimate partner, parent, child",,,Domestic Violence,,Adoption; Child Support; Custody; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Federally Subsidized Housing; Foreclosure; Guardianship & Conservatorship; Homeownership; Mobile Home Issues; Mortgages; Name Change; Other Family; Other Housing; Other Landlord/Tenant; Other Public Housing; Paternity; Termination of Parental Rights,false,,"Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",,Alachua County; Bradford County; Columbia County; Dixie County; Gilchrist County; Hamilton County; Lafayette County; Levy County; Madison County; Suwannee County; Union County,,
5bb7668e-83dc-4661-bc33-4dc2ac1e021a,Three Rivers Legal Services,bedacb58-244a-42f1-bc84-fdca9be6fd9a,Education in Duval County,Children Services Grant,Special project in Duval County to challenge the school-to-prison pipeline,betsey.dobbins@trls.org,https://www.trls.org/education/,,,,PAI,275,Bilingual; Discipline; Other Education; Special Education/Learning Disabilities,false,,"Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",,Duval County,,
5b77068d-5eec-4138-b17e-5344ac1e021a,Three Rivers Legal Services,bedacb58-244a-42f1-bc84-fdca9be6fd9a,General Legal Assistance,LSC Eligible,,info@trls.org,https://www.trls.org/services-we-provide/,Advice only on Social Security/SSI claims unless issue is with cessation of existing benefits,,,Staff,200,Adoption; Agricultural Worker Protection Act (AWPA); Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Child Support; Civil Rights; Collection/Repossession; Contracts/Warranties; Custody; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Earned Income Tax Credit; Employment; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Human Trafficking; Income Taxes; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Mental Health Rights; Minor; Mobile Home Issues; Mortgages; Municipal Ordinances; Name Change; Nonprofit Law; Other; Other Civil Rights; Other Consumer; Other Education; Other Employment; Other Family; Other Health; Other Housing; Other Income Maintenance; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Public Utilities / Energy; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; State-funded Medical Assistance Programs; Student Financial Aid; Supplemental Security Income (SSI); TANF; Torts; Unemployment Compensation; Unfair and Deceptive Trade Practices; Veterans benefits; Vocational Education; Wage Claims,false,,"Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",,Alachua County; Baker County; Bradford County; Clay County; Columbia County; Dixie County; Duval County; Gilchrist County; Hamilton County; Lafayette County; Levy County; Madison County; Nassau County; St. Johns County; Suwannee County; Taylor County; Union County,,
